time,Id_Smart_Capteur,Humidite,Pression,PM10,PM2.5,Temperature
2021-12-08 21:42:54,Arg12b1f,52.46875,959.217,2.3,2.1,9.9
2021-12-08 21:47:53,Arg12b2f,54.52344,960.0464,5.7,4.2,9.37
2021-12-08 21:47:59,Arg12b1f,52.78418,959.2361,2.2,2.0,9.86
2021-12-08 21:52:59,Arg12b2f,54.50586,960.1805,5.6,4.6,9.38
2021-12-08 21:53:04,Arg12b1f,53.02539,959.3951,4.0,3.1,9.79
2021-12-08 21:58:04,Arg12b2f,54.20898,960.1501,8.8,7.7,9.35
2021-12-08 21:58:10,Arg12b1f,52.72949,959.4091,7.3,6.6,9.66
2021-12-08 22:03:08,Arg12b2f,53.93945,960.0826,10.6,9.4,9.26
2021-12-08 22:03:14,Arg12b1f,52.37598,959.281,10.6,9.6,9.61
2021-12-08 22:08:13,Arg12b2f,54.70703,959.9545,4.4,4.0,9.25
2021-12-08 22:08:19,Arg12b1f,53.22363,959.0956,4.1,3.7,9.58
2021-12-08 22:13:18,Arg12b2f,54.89746,960.1245,3.0,2.7,9.25
2021-12-08 22:13:24,Arg12b1f,53.76074,959.348,3.4,2.5,9.69
2021-12-08 22:18:23,Arg12b2f,54.80957,960.1039,9.8,6.7,9.3
2021-12-08 22:18:28,Arg12b1f,53.47656,959.3502,7.4,4.8,9.59
2021-12-08 22:23:28,Arg12b2f,54.60352,960.3309,10.7,7.1,9.33
2021-12-08 22:23:33,Arg12b1f,53.02734,959.5806,7.4,5.2,9.64
2021-12-08 22:28:32,Arg12b2f,54.60059,960.402,9.8,7.1,9.31
2021-12-08 22:28:39,Arg12b1f,53.24805,959.6522,7.0,5.0,9.62
2021-12-08 22:33:36,Arg12b2f,54.78418,960.508,9.0,6.7,9.4
2021-12-08 22:33:44,Arg12b1f,53.86719,959.7074,8.4,5.9,9.78
2021-12-08 22:38:41,Arg12b2f,54.86133,960.7386,21.1,11.2,9.42
2021-12-08 22:38:48,Arg12b1f,53.63867,959.9448,14.2,7.8,9.73
2021-12-08 22:43:47,Arg12b2f,54.71484,960.7936,13.2,8.8,9.53
2021-12-08 22:43:53,Arg12b1f,53.44824,959.9839,9.4,5.8,9.83
2021-12-08 22:48:52,Arg12b2f,54.51074,960.7278,11.8,8.5,9.58
2021-12-08 22:48:57,Arg12b1f,53.37207,959.8806,10.1,6.3,9.84
2021-12-08 22:53:57,Arg12b2f,54.43945,960.7144,14.8,10.1,9.53
2021-12-08 22:54:03,Arg12b1f,53.31836,959.9387,9.3,6.6,9.87
2021-12-08 22:59:02,Arg12b2f,54.6875,960.7174,12.7,8.5,9.54
2021-12-08 22:59:07,Arg12b1f,53.5332,959.8983,9.5,5.4,9.89
2021-12-08 23:04:06,Arg12b2f,54.77637,960.7664,9.6,6.7,9.64
2021-12-08 23:04:12,Arg12b1f,53.61523,959.9456,6.4,4.7,9.93
2021-12-08 23:09:10,Arg12b2f,54.63867,960.6825,9.2,6.2,9.68
2021-12-08 23:09:16,Arg12b1f,53.44434,959.8537,6.0,4.4,9.96
2021-12-08 23:14:15,Arg12b2f,54.46094,960.764,7.7,6.1,9.7
2021-12-08 23:14:21,Arg12b1f,53.30273,959.9258,6.0,4.5,9.98
2021-12-08 23:19:19,Arg12b2f,54.58105,960.5956,8.1,5.6,9.75
2021-12-08 23:19:25,Arg12b1f,53.56152,959.7883,6.1,4.3,10.04
2021-12-08 23:24:24,Arg12b2f,54.58301,960.6931,8.3,5.9,9.77
2021-12-08 23:24:30,Arg12b1f,53.4834,959.9077,6.2,4.3,10.11
2021-12-08 23:29:29,Arg12b2f,54.83203,960.7814,5.1,3.9,9.87
2021-12-08 23:29:34,Arg12b1f,53.72168,959.9978,3.3,2.3,10.24
2021-12-08 23:34:33,Arg12b2f,55.19824,960.7773,6.1,4.0,9.91
2021-12-08 23:34:39,Arg12b1f,54.11621,959.9914,4.6,3.1,10.3
2021-12-08 23:39:37,Arg12b2f,55.11328,960.7829,3.5,3.0,10.05
2021-12-08 23:39:44,Arg12b1f,53.89941,960.0056,2.5,1.8,10.42
2021-12-08 23:44:42,Arg12b2f,54.53711,960.8898,10.2,6.3,10.08
2021-12-08 23:44:48,Arg12b1f,53.44922,960.1211,8.6,5.0,10.47
2021-12-08 23:49:46,Arg12b2f,54.75684,960.9667,6.9,4.5,10.09
2021-12-08 23:49:52,Arg12b1f,53.50781,960.1195,5.4,3.1,10.47
2021-12-08 23:54:51,Arg12b2f,54.19629,960.9885,5.0,3.4,10.09
2021-12-08 23:54:58,Arg12b1f,52.55859,960.1951,3.3,2.2,10.48
2021-12-08 23:59:57,Arg12b2f,54.60352,961.0144,6.2,3.3,10.09
2021-12-09 00:00:02,Arg12b1f,53.30078,960.1774,3.8,2.0,10.45
2021-12-09 00:05:02,Arg12b2f,54.23828,961.0061,4.2,3.0,10.05
2021-12-09 00:05:07,Arg12b1f,52.88672,960.2278,3.4,2.2,10.39
2021-12-09 00:10:06,Arg12b2f,54.22949,960.8886,3.7,2.5,9.98
2021-12-09 00:10:13,Arg12b1f,52.94824,960.0499,1.8,1.7,10.33
2021-12-09 00:15:11,Arg12b2f,54.74707,960.9166,22.1,8.1,9.94
2021-12-09 00:15:18,Arg12b1f,53.80078,960.1855,70.8,23.4,10.34
2021-12-09 00:20:16,Arg12b2f,54.85547,960.9952,17.0,6.7,9.97
2021-12-09 00:20:23,Arg12b1f,53.8457,960.2175,16.4,6.5,10.3
2021-12-09 00:25:22,Arg12b2f,55.09668,961.1406,10.4,5.8,10.08
2021-12-09 00:25:28,Arg12b1f,53.90625,960.3566,6.9,3.4,10.41
2021-12-09 00:30:27,Arg12b2f,54.95117,960.9354,8.2,5.3,10.13
2021-12-09 00:30:32,Arg12b1f,54.00977,960.1344,6.4,3.8,10.46
2021-12-09 00:35:32,Arg12b2f,54.26953,960.825,9.5,5.8,10.22
2021-12-09 00:35:36,Arg12b1f,52.99121,960.0756,7.7,4.8,10.54
2021-12-09 00:40:37,Arg12b2f,54.77734,960.9589,5.0,3.6,10.25
2021-12-09 00:40:41,Arg12b1f,53.82129,960.1828,4.0,2.3,10.58
2021-12-09 00:45:41,Arg12b2f,54.91602,961.0577,5.4,3.3,10.38
2021-12-09 00:45:46,Arg12b1f,54.12402,960.2886,3.0,2.1,10.75
2021-12-09 00:50:45,Arg12b2f,54.6748,961.5698,3.3,2.3,10.5
2021-12-09 00:50:50,Arg12b1f,53.67383,960.7879,2.8,1.7,10.87
2021-12-09 00:55:50,Arg12b2f,54.3125,961.61,3.7,2.6,10.57
2021-12-09 00:55:55,Arg12b1f,53.18262,960.7878,2.0,1.8,10.91
2021-12-09 01:00:54,Arg12b2f,54.19824,961.166,6.1,2.8,10.49
2021-12-09 01:01:00,Arg12b1f,53.26758,960.4288,3.7,1.8,10.81
2021-12-09 01:05:59,Arg12b2f,55.03125,961.2603,4.5,2.4,10.53
2021-12-09 01:06:04,Arg12b1f,54.48145,960.4494,2.6,1.7,10.9
2021-12-09 01:11:05,Arg12b2f,55.02734,961.3369,3.7,2.4,10.58
2021-12-09 01:11:09,Arg12b1f,54.42285,960.5856,6.2,2.1,11.05
2021-12-09 01:16:09,Arg12b2f,55.27734,961.5602,3.7,2.8,10.6
2021-12-09 01:16:14,Arg12b1f,54.68359,960.7667,2.3,1.7,10.96
2021-12-09 01:21:13,Arg12b2f,54.91699,961.3187,3.3,2.5,10.76
2021-12-09 01:21:18,Arg12b1f,54.28516,960.5754,2.5,1.7,11.11
2021-12-09 01:26:18,Arg12b2f,54.39941,961.3779,4.1,2.3,10.81
2021-12-09 01:26:23,Arg12b1f,53.76855,960.6613,2.1,1.4,11.17
2021-12-09 01:31:23,Arg12b2f,54.27539,961.4576,2.9,2.0,10.81
2021-12-09 01:31:28,Arg12b1f,53.5957,960.7128,2.4,1.5,11.19
2021-12-09 01:36:28,Arg12b2f,54.54785,961.4026,2.8,1.9,10.78
2021-12-09 01:36:32,Arg12b1f,54.06055,960.6692,1.3,1.2,11.18
2021-12-09 01:41:33,Arg12b2f,54.8457,961.4791,2.1,1.9,10.87
2021-12-09 01:41:36,Arg12b1f,54.35645,960.7706,1.9,1.1,11.29
2021-12-09 01:46:38,Arg12b2f,54.91797,961.5968,2.0,1.6,10.99
2021-12-09 01:46:41,Arg12b1f,54.53613,960.8889,1.1,1.0,11.41
2021-12-09 01:51:42,Arg12b2f,54.72559,961.707,2.1,1.9,10.98
2021-12-09 01:51:45,Arg12b1f,54.1416,960.9741,1.5,1.1,11.36
2021-12-09 01:56:46,Arg12b2f,54.73535,961.8614,2.5,1.8,10.97
2021-12-09 01:56:49,Arg12b1f,54.20605,961.1052,1.0,1.0,11.34
2021-12-09 02:01:51,Arg12b2f,54.2168,961.808,3.2,1.7,10.87
2021-12-09 02:01:54,Arg12b1f,53.99219,961.0764,1.2,1.1,11.26
2021-12-09 02:06:55,Arg12b2f,53.63574,961.6512,3.1,1.9,10.64
2021-12-09 02:06:59,Arg12b1f,53.34375,960.9218,1.2,1.1,11.03
2021-12-09 02:11:59,Arg12b2f,53.82715,961.7175,1.7,1.6,10.41
2021-12-09 02:12:04,Arg12b1f,53.48828,960.9832,1.2,1.1,10.86
2021-12-09 02:17:04,Arg12b2f,54.24805,961.7971,1.9,1.5,10.28
2021-12-09 02:17:09,Arg12b1f,53.43848,961.0772,1.1,1.0,10.7
2021-12-09 02:22:09,Arg12b2f,53.63965,961.8477,1.8,1.6,10.13
2021-12-09 02:22:13,Arg12b1f,52.95898,961.0848,0.9,0.9,10.5
2021-12-09 02:27:14,Arg12b2f,53.41309,961.998,1.9,1.7,9.83
2021-12-09 02:27:18,Arg12b1f,52.98535,961.1852,1.2,1.1,10.23
2021-12-09 02:32:19,Arg12b2f,53.94922,962.1222,1.9,1.8,9.71
2021-12-09 02:32:24,Arg12b1f,53.2627,961.334,1.1,1.0,10.13
2021-12-09 02:37:23,Arg12b2f,53.86426,962.1291,2.0,1.8,9.64
2021-12-09 02:37:29,Arg12b1f,53.10059,961.3868,1.2,1.1,10.07
2021-12-09 02:42:28,Arg12b2f,53.83496,962.0829,2.4,1.8,9.56
2021-12-09 02:42:33,Arg12b1f,53.05957,961.3164,1.1,1.0,9.98
2021-12-09 02:47:34,Arg12b2f,54.1748,962.1875,2.8,2.0,9.46
2021-12-09 02:47:39,Arg12b1f,53.44922,961.4529,1.2,1.1,9.91
2021-12-09 02:52:38,Arg12b2f,54.50586,962.1669,2.4,2.1,9.46
2021-12-09 02:52:43,Arg12b1f,53.69531,961.4514,1.8,1.1,9.88
2021-12-09 02:57:42,Arg12b2f,54.53027,962.3367,2.2,2.0,9.5
2021-12-09 02:57:47,Arg12b1f,53.75391,961.5854,1.3,1.2,9.87
2021-12-09 03:02:47,Arg12b2f,54.5332,962.3015,3.7,2.5,9.52
2021-12-09 03:02:53,Arg12b1f,53.79102,961.5715,2.0,1.3,9.86
2021-12-09 03:07:52,Arg12b2f,54.41211,962.277,2.9,2.3,9.54
2021-12-09 03:07:58,Arg12b1f,53.64453,961.5345,2.7,1.9,9.86
2021-12-09 03:12:58,Arg12b2f,54.59766,962.2059,3.0,2.7,9.51
2021-12-09 03:13:03,Arg12b1f,53.78613,961.4136,2.7,1.9,9.82
2021-12-09 03:18:01,Arg12b2f,55.09668,962.2706,3.5,2.9,9.63
2021-12-09 03:18:07,Arg12b1f,54.50781,961.4562,2.1,1.7,9.95
2021-12-09 03:23:07,Arg12b2f,54.99414,962.365,2.3,2.1,9.71
2021-12-09 03:23:12,Arg12b1f,54.52734,961.6118,2.7,1.5,10.1
2021-12-09 03:28:12,Arg12b2f,54.94824,962.3117,3.9,2.6,9.58
2021-12-09 03:28:17,Arg12b1f,54.17773,961.567,2.0,1.5,9.94
2021-12-09 03:33:16,Arg12b2f,55.18945,962.4924,3.2,2.3,9.68
2021-12-09 03:33:21,Arg12b1f,54.64844,961.7198,1.7,1.4,10.06
2021-12-09 03:38:21,Arg12b2f,54.64453,962.5724,2.6,2.4,9.5
2021-12-09 03:38:26,Arg12b1f,53.68848,961.8409,1.6,1.4,9.89
2021-12-09 03:43:26,Arg12b2f,54.52539,962.4265,1.8,1.7,9.3
2021-12-09 03:43:31,Arg12b1f,53.88965,961.6903,0.9,0.9,9.57
2021-12-09 03:48:30,Arg12b2f,54.28809,962.3391,1.8,1.7,9.23
2021-12-09 03:48:36,Arg12b1f,53.74023,961.562,0.9,0.9,9.52
2021-12-09 03:53:36,Arg12b2f,54.07422,962.2939,2.0,1.9,9.12
2021-12-09 03:53:42,Arg12b1f,53.56641,961.4783,1.5,1.4,9.45
2021-12-09 03:58:40,Arg12b2f,54.27051,962.2575,1.9,1.8,9.02
2021-12-09 03:58:46,Arg12b1f,53.79688,961.4702,1.0,1.0,9.44
2021-12-09 04:03:45,Arg12b2f,54.45801,962.1895,1.7,1.6,9.0
2021-12-09 04:03:50,Arg12b1f,53.72559,961.4242,0.9,0.9,9.42
2021-12-09 04:08:51,Arg12b2f,54.66797,962.1666,1.4,1.4,9.01
2021-12-09 04:08:56,Arg12b1f,54.04883,961.4061,0.7,0.7,9.44
2021-12-09 04:13:56,Arg12b2f,54.96484,962.1348,1.4,1.4,9.03
2021-12-09 04:14:01,Arg12b1f,54.33594,961.3463,0.6,0.6,9.5
2021-12-09 04:19:01,Arg12b2f,55.1123,962.2594,1.4,1.4,9.14
2021-12-09 04:19:05,Arg12b1f,54.24512,961.4847,0.8,0.8,9.63
2021-12-09 04:24:06,Arg12b2f,54.93359,962.308,1.4,1.4,9.24
2021-12-09 04:24:11,Arg12b1f,54.11621,961.5505,0.7,0.7,9.68
2021-12-09 04:29:10,Arg12b2f,54.82422,962.3304,1.4,1.3,9.27
2021-12-09 04:29:16,Arg12b1f,53.98438,961.5635,0.7,0.7,9.71
2021-12-09 04:34:15,Arg12b2f,54.78516,962.3251,1.4,1.4,9.34
2021-12-09 04:34:20,Arg12b1f,53.97754,961.5683,0.7,0.7,9.73
2021-12-09 04:39:20,Arg12b2f,54.46777,962.3389,1.3,1.3,9.37
2021-12-09 04:39:25,Arg12b1f,53.69434,961.5413,0.7,0.7,9.7
2021-12-09 04:44:25,Arg12b2f,54.44336,962.2859,1.5,1.4,9.34
2021-12-09 04:44:30,Arg12b1f,53.91113,961.5263,1.1,1.1,9.74
2021-12-09 04:49:31,Arg12b2f,54.54395,962.2814,2.3,1.8,9.24
2021-12-09 04:49:34,Arg12b1f,53.72461,961.5458,1.3,1.2,9.55
2021-12-09 04:54:36,Arg12b2f,54.59668,962.4922,2.3,2.1,9.27
2021-12-09 04:54:39,Arg12b1f,54.07227,961.7659,1.4,1.1,9.56
2021-12-09 04:59:40,Arg12b2f,54.53711,962.4123,1.9,1.8,9.32
2021-12-09 04:59:44,Arg12b1f,53.97559,961.6489,1.1,1.1,9.64
2021-12-09 05:04:46,Arg12b2f,54.53711,962.414,2.3,2.1,9.33
2021-12-09 05:04:48,Arg12b1f,53.95898,961.63,1.5,1.3,9.65
2021-12-09 05:09:51,Arg12b2f,54.64258,962.5774,2.3,2.1,9.35
2021-12-09 05:09:53,Arg12b1f,54.11426,961.7986,1.6,1.4,9.66
2021-12-09 05:14:55,Arg12b2f,54.86719,962.5949,2.3,1.9,9.31
2021-12-09 05:14:58,Arg12b1f,54.37207,961.8469,1.2,1.1,9.64
2021-12-09 05:20:01,Arg12b2f,54.75293,962.8338,2.2,1.8,9.31
2021-12-09 05:20:05,Arg12b1f,54.11035,962.0547,1.2,1.1,9.63
2021-12-09 05:25:05,Arg12b2f,54.56543,962.7184,2.1,1.9,9.33
2021-12-09 05:25:09,Arg12b1f,54.02148,961.9883,1.0,1.0,9.69
2021-12-09 05:30:10,Arg12b2f,54.44336,962.7834,2.0,1.8,9.34
2021-12-09 05:30:14,Arg12b1f,53.91309,962.0911,1.4,1.3,9.68
2021-12-09 05:35:15,Arg12b2f,54.7627,963.1866,2.2,2.0,9.31
2021-12-09 05:35:19,Arg12b1f,54.16699,962.3876,1.0,1.0,9.69
2021-12-09 05:40:21,Arg12b2f,54.85742,963.1873,2.0,1.9,9.38
2021-12-09 05:40:25,Arg12b1f,54.19824,962.3792,1.1,1.0,9.71
2021-12-09 05:45:26,Arg12b2f,54.8418,963.0909,1.9,1.8,9.34
2021-12-09 05:45:30,Arg12b1f,54.30273,962.3259,1.3,1.2,9.69
2021-12-09 05:50:31,Arg12b2f,54.87109,963.1337,2.3,2.1,9.34
2021-12-09 05:50:34,Arg12b1f,54.10254,962.2765,1.7,1.3,9.65
